counter,t (in s),lat0 (in decimal degrees),long0 (in decimal degrees),roll (in rad),pitch (in rad),yaw (in rad),winddir (in rad),windspeed (in m/s),filteredwinddir (in rad),filteredwindspeed (in m/s),heading (in rad),theta (in rad),psi (in rad),latitude (in decimal degrees),longitude (in decimal degrees),x (in m),y (in m),ax (in m),ay (in m),bx (in m),by (in m),CurWP,wpslat[CurWP] (in decimal degrees),wpslong[CurWP] (in decimal degrees),e (in m),norm_ma (in m),norm_bm (in m),state,deltag (in rad),deltavmax (in rad),phi+gammabar (in rad)
177,163.9321,47.45943,-0.59244,0.015614,-0.14132,-0.32215,2.968805,0.6,4.50575,1.918635,6.073746,1.248647,0.206639,47.45945,-0.59242,1.378304,1.667924,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.146,335.4609,356.8212,0,0.7,1.029845,-0.74842
178,164.4322,47.45943,-0.59244,0.025565,-0.12946,-0.20053,2.963569,0.7,4.489069,1.906448,6.01615,1.370266,0.22332,47.45945,-0.59242,1.378304,1.667924,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.146,335.4609,356.8212,0,0.7,1.015708,-0.74842
179,164.9323,47.45943,-0.59244,0.024606,-0.12202,-0.0645,3.040364,0.7,4.472373,1.894384,5.934119,1.506298,0.240016,47.45945,-0.59242,1.503604,2.038574,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.016,335.2268,356.8678,0,0.7,1.001472,-0.74842
180,165.432,47.45943,-0.59244,0.031089,-0.14052,0.148326,3.057817,0.8,4.455637,1.88344,5.8294,1.719123,0.256752,47.45945,-0.59242,1.503604,2.038574,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.016,335.2268,356.8678,0,0.7,0.987118,-0.74842
181,165.9323,47.45943,-0.59244,0.023815,-0.16329,0.309759,2.893756,0.6,4.438528,1.870606,5.684537,1.880555,0.273861,47.45945,-0.59242,1.628904,2.409223,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.886,334.993,356.9148,0,0.7,0.972367,-0.74842
182,166.4324,47.45943,-0.59244,0.020258,-0.14769,0.477788,2.537709,0.8,4.422089,1.8599,5.48557,2.048585,0.2903,47.45945,-0.59242,1.628904,2.409223,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.886,334.993,356.9148,0,0.7,0.958125,-0.74842
183,166.9323,47.45943,-0.59244,0.016295,-0.15196,0.637757,2.218313,0.7,4.40779,1.848301,5.352925,2.208553,0.304599,47.45945,-0.59242,1.628904,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.889,335.0503,356.8347,0,0.7,0.945689,-0.74842
184,167.4323,47.45943,-0.59244,0.013864,-0.14002,0.778901,2.06647,0.8,4.394775,1.837818,5.279621,2.349697,0.317614,47.45945,-0.59242,1.628904,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.889,335.0503,356.8347,0,0.7,0.934334,-0.74842
185,167.9328,47.45943,-0.59244,0.006162,-0.14367,0.86502,1.984439,0.9,4.382372,1.828439,5.304056,2.435816,0.330017,47.45945,-0.59241,1.754205,2.038574,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.766,334.9885,356.6417,0,-0.7,0.923484,-0.74842
186,168.4324,47.45943,-0.59244,-0.00142,-0.13,0.869606,1.979203,0.9,4.369567,1.819155,5.454154,2.440402,0.342822,47.45945,-0.59241,1.754205,2.038574,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.766,334.9885,356.6417,0,-0.7,0.912256,-0.74842
187,168.9325,47.45943,-0.59244,-0.0026,-0.03865,0.895991,1.946042,0.8,4.356739,1.808963,5.534439,2.466788,0.35565,47.45945,-0.59241,1.879505,1.853249,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.643,334.9269,356.4487,0,-0.7,0.900985,-0.74842
188,169.4323,47.45943,-0.59244,-0.01207,-0.11742,0.883238,1.661553,0.8,4.348084,1.798874,5.443682,2.454035,0.364305,47.45945,-0.59241,1.879505,1.853249,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-319.643,334.9269,356.4487,0,-0.7,0.893368,-0.74842
189,169.9279,47.45943,-0.59244,-0.01555,-0.11621,0.89181,2.134538,0.8,4.331677,1.788885,5.51175,2.462606,0.380712,47.45945,-0.59242,1.378304,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.139,335.2886,357.0607,0,-0.7,0.878906,-0.74842
190,170.4325,47.45943,-0.59244,-0.01701,-0.10135,0.918742,2.237512,0.7,4.313559,1.777996,5.543166,2.489538,0.39883,47.45945,-0.59242,1.378304,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.139,335.2886,357.0607,0,-0.7,0.862908,-0.74842
191,170.9325,47.45943,-0.59244,-0.00994,-0.13052,0.9289,1.354375,0.4,4.309645,1.764216,5.48906,2.499696,0.402744,47.45945,-0.59242,1.378304,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.139,335.2886,357.0607,0,-0.7,0.859449,-0.74842
192,171.4275,47.45943,-0.59244,-0.01365,-0.14362,0.933913,1.356121,0.4,4.305482,1.750574,5.506514,2.504709,0.406907,47.45945,-0.59242,1.378304,2.223899,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.139,335.2886,357.0607,0,-0.7,0.855768,-0.74842
193,171.9286,47.45943,-0.59244,-0.01284,-0.11216,0.913507,1.432915,0.5,4.29937,1.738068,5.53793,2.484303,0.413019,47.45945,-0.59242,1.253003,2.409223,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.262,335.3505,357.2538,0,-0.7,0.850364,-0.74842
194,172.4275,47.45943,-0.59244,-0.01284,-0.11725,0.970152,1.359611,0.4,4.294606,1.724688,5.54142,2.540948,0.417783,47.45945,-0.59242,1.253003,2.409223,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.262,335.3505,357.2538,0,-0.7,0.84615,-0.74842
195,172.9277,47.45943,-0.59244,-0.0197,-0.10767,0.946822,2.059489,0.7,4.275423,1.714441,5.569346,2.517618,0.436966,47.45946,-0.59243,0.751802,2.779873,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.759,335.7133,357.8659,0,-0.7,0.829175,-0.74842
196,173.4324,47.45943,-0.59244,-0.02103,-0.06531,0.956077,2.080432,0.7,4.255166,1.704296,5.583308,2.526873,0.457223,47.45946,-0.59243,0.751802,2.779873,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.759,335.7133,357.8659,0,-0.7,0.811246,-0.74842
197,173.9326,47.45943,-0.59244,-0.02181,-0.05572,0.903854,1.815142,0.5,4.238573,1.692253,5.607743,2.474651,0.473816,47.45946,-0.59243,0.626502,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.882,335.7757,358.059,0,-0.7,0.796566,-0.74842
198,174.4326,47.45943,-0.59244,-0.02064,-0.06904,0.9075,1.829105,0.6,4.220876,1.681331,5.630432,2.478296,0.491513,47.45946,-0.59243,0.626502,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.882,335.7757,358.059,0,-0.7,0.78092,-0.74842
199,174.9327,47.45943,-0.59244,-0.02078,-0.07407,0.894711,1.61792,0.5,4.206838,1.669518,5.670575,2.465508,0.505551,47.45946,-0.59243,0.626502,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.882,335.7757,358.059,0,-0.7,0.768524,-0.74842
200,175.4274,47.45943,-0.59244,-0.02009,-0.07352,0.894518,1.747075,0.5,4.189037,1.657822,5.679301,2.465314,0.523352,47.45946,-0.59243,0.626502,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.882,335.7757,358.059,0,-0.7,0.752829,-0.74842
201,175.9329,47.45943,-0.59244,-0.02007,-0.08321,0.892754,2.001893,0.4,4.16537,1.645244,5.668829,2.46355,0.547019,47.45946,-0.59243,0.751802,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.756,335.6564,357.946,0,-0.7,0.732017,-0.74842
202,176.4325,47.45943,-0.59244,-0.02054,-0.10785,0.8885,2.150246,0.4,4.138591,1.632792,5.649631,2.459296,0.573798,47.45946,-0.59243,0.751802,2.965198,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.756,335.6564,357.946,0,-0.7,0.708564,-0.74842
203,176.9328,47.45943,-0.59244,-0.02113,-0.14522,0.885894,2.153736,0.3,4.110839,1.619464,5.637413,2.45669,0.60155,47.45946,-0.59243,0.751802,2.779873,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.759,335.7133,357.8659,0,-0.7,0.684392,-0.74842
204,177.433,47.45943,-0.59244,-0.02197,-0.17884,0.883328,2.110103,0.3,4.082658,1.606269,5.64614,2.454125,0.629731,47.45946,-0.59243,0.751802,2.779873,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.759,335.7133,357.8659,0,-0.7,0.660013,-0.74842
205,177.9329,47.45943,-0.59244,-0.02081,-0.17248,0.881412,2.921681,0.4,4.0543,1.594206,5.67232,2.452209,0.658089,47.45946,-0.59242,1.127703,2.594548,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.385,335.4126,357.4468,0,-0.7,0.63568,-0.74842
206,178.4331,47.45943,-0.59244,-0.01766,-0.10693,0.876525,2.897247,0.2,4.026071,1.580264,5.705481,2.447322,0.686318,47.45946,-0.59242,1.127703,2.594548,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.385,335.4126,357.4468,0,-0.7,0.611682,-0.74842
207,178.9329,47.45943,-0.59244,-0.01481,-0.01321,0.872696,6.099926,0.3,4.05376,1.567462,5.703736,2.443492,0.658629,47.45946,-0.59242,1.127703,2.594548,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.385,335.4126,357.4468,0,-0.7,0.635219,-0.74842
208,179.435,47.45943,-0.59244,-0.01376,0.049071,0.872583,5.970771,0.3,4.084105,1.554787,5.661848,2.443379,0.628284,47.45946,-0.59242,1.127703,2.594548,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-320.385,335.4126,357.4468,0,-0.7,0.661261,-0.74842
209,179.9328,47.45943,-0.59244,-0.01535,0.060172,0.869341,2.764602,0.8,4.052812,1.547239,5.679301,2.440137,0.659577,47.45946,-0.59243,0.375901,3.335848,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.128,335.9009,358.4453,0,-0.7,0.634409,-0.74842
210,180.4329,47.45943,-0.59244,-0.01632,0.060915,0.864065,2.527237,0.8,4.020276,1.539767,5.740388,2.434862,0.692113,47.45946,-0.59243,0.375901,3.335848,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.128,335.9009,358.4453,0,-0.7,0.606786,-0.74842
211,180.933,47.45943,-0.59244,-0.01608,0.062139,0.858535,1.281072,0.5,4.006993,1.529369,5.831145,2.429331,0.705396,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.595605,-0.74842
212,181.4274,47.45943,-0.59244,-0.01641,0.061801,0.853399,1.410226,0.7,3.988704,1.521075,5.946337,2.424195,0.723685,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.580308,-0.74842
213,181.9275,47.45943,-0.59244,-0.01576,0.062324,0.849216,1.207768,0.8,3.975693,1.513865,6.058038,2.420012,0.736696,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.569498,-0.74842
214,182.4275,47.45943,-0.59244,-0.01551,0.062399,0.846254,1.137955,0.8,3.96414,1.506726,6.103416,2.417051,0.748249,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.559953,-0.74842
215,182.9274,47.45943,-0.59244,-0.01496,0.062598,0.843344,0.945968,0.9,3.959145,1.500659,6.12087,2.414141,0.753244,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.555842,-0.74842
216,183.4333,47.45943,-0.59244,-0.01507,0.062363,0.841306,0.659734,0.8,3.965858,1.493652,6.126106,2.412102,0.746531,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.561369,-0.74842
217,183.9274,47.45943,-0.59244,-0.01488,0.062343,0.839284,0.329867,0.9,3.987133,1.487716,6.117379,2.41008,0.725256,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.578999,-0.74842
218,184.4276,47.45943,-0.59244,-0.01468,0.06215,0.837536,0.18675,0.8,4.015877,1.480839,6.115634,2.408332,0.696512,47.45946,-0.59244,0.1253,3.521173,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.376,336.083,358.7514,0,-0.7,0.603077,-0.74842
219,184.9276,47.45943,-0.59244,-0.01414,0.062064,0.836205,0.095993,0.9,4.050321,1.47503,6.106907,2.407001,0.662068,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.632283,-0.74842
220,185.423,47.45943,-0.59244,-0.01393,0.062032,0.834802,0.05236,0.9,4.088988,1.46928,6.106907,2.405598,0.623401,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.665474,-0.74842
221,185.9224,47.45943,-0.59244,-0.01392,0.062263,0.833378,0.003491,1,4.13213,1.464587,6.103416,2.404174,0.580259,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.702923,-0.74842
222,186.4334,47.45943,-0.59244,-0.01414,0.061862,0.831703,6.2029,1.1,4.180549,1.460941,6.09469,2.402499,0.53184,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.745357,-0.74842
223,186.9333,47.45943,-0.59244,-0.01458,0.06108,0.831024,6.183702,1.2,4.232294,1.458332,6.092944,2.40182,0.480095,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.791012,-0.74842
224,187.4334,47.45943,-0.59244,-0.01426,0.061486,0.829893,6.162758,1.3,4.287209,1.456748,6.089454,2.400689,0.42518,47.45947,-0.59244,0.1253,3.706498,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.373,336.0266,358.8317,0,-0.7,0.839606,-0.74842
225,187.933,47.45943,-0.59244,-0.01438,0.06143,0.828521,6.180211,1.4,4.344404,1.456181,6.087708,2.399317,0.367985,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,-0.7,0.890127,-0.74842
226,188.4342,47.45943,-0.59244,-0.0144,0.06117,0.827128,6.161012,1.4,4.404265,1.455619,6.082472,2.397924,0.308124,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,-0.7,0.942617,-0.74842
227,188.9334,47.45943,-0.59244,-0.01481,0.061402,0.824862,6.087708,1.6,4.466528,1.457063,6.087708,2.395658,0.245861,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,-0.7,0.996468,-0.74842
228,189.4335,47.45943,-0.59244,-0.01518,0.060601,0.822653,6.017895,1.6,4.529607,1.458492,6.085963,2.393449,0.182782,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,-0.7,1.049895,-0.74842
229,189.933,47.45943,-0.59244,-0.01536,0.060032,0.820446,6.026622,1.6,4.592739,1.459907,6.085963,2.391242,0.11965,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,0.7,1.101869,-0.74842
230,190.4342,47.45943,-0.59244,-0.01538,0.059551,0.817848,6.003933,1.6,4.655112,1.461308,6.085963,2.388645,0.057277,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,0.7,1.151396,-0.74842
231,190.9331,47.45943,-0.59244,-0.0153,0.059609,0.814391,5.984734,1.6,4.716035,1.462695,6.085963,2.385187,-0.00365,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,0.7,1.197698,-0.74842
232,191.4334,47.45943,-0.59244,-0.01593,0.059451,0.811043,5.953318,1.6,4.774596,1.464068,6.082472,2.381839,-0.06221,47.45947,-0.59244,0.1253,3.891822,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.371,335.9703,358.9121,0,0.7,1.239989,-0.74842
233,191.9332,47.45943,-0.59244,-0.01624,0.05956,0.808708,5.909685,1.6,4.829802,1.465428,6.080727,2.379505,-0.11741,47.45947,-0.59244,0.1253,4.077147,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.369,335.9141,358.9926,0,0.7,1.27763,-0.74842
234,192.4335,47.45943,-0.59244,-0.0164,0.059765,0.807566,5.878269,1.6,4.881451,1.466773,6.080727,2.378362,-0.16906,47.45947,-0.59244,0.1253,4.077147,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.369,335.9141,358.9926,0,0.7,1.310703,-0.74842
235,192.9333,47.45943,-0.59244,-0.01702,0.060214,0.807131,5.888741,1.6,4.930695,1.468106,6.077236,2.377927,-0.21831,47.45947,-0.59244,0.1253,4.077147,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.369,335.9141,358.9926,0,0.7,1.340156,-0.74842
236,193.4334,47.45943,-0.59244,-0.01735,0.060002,0.806699,5.848598,1.6,4.975771,1.469425,6.077236,2.377496,-0.26338,47.45947,-0.59244,0.1253,4.077147,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.369,335.9141,358.9926,0,0.7,1.365223,-0.74842
237,193.9333,47.45943,-0.59244,-0.01718,0.059148,0.805974,5.778785,1.4,5.015398,1.46873,6.077236,2.37677,-0.30301,47.45947,-0.59244,0.1253,4.262472,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.366,335.8579,359.0731,0,0.7,1.385689,-0.74842
238,194.4381,47.45943,-0.59244,-0.01723,0.059447,0.805314,5.775294,1.4,5.052211,1.468043,6.078982,2.37611,-0.33982,47.45947,-0.59244,0.1253,4.262472,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.366,335.8579,359.0731,0,0.7,1.40333,-0.74842
239,194.9333,47.45943,-0.59244,-0.01685,0.05882,0.80483,5.72468,1.2,5.084456,1.465363,6.075491,2.375626,-0.37207,47.45947,-0.59244,0,4.262472,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.492,335.9774,359.186,0,0.7,1.41766,-0.74842
240,195.434,47.45943,-0.59244,-0.01621,0.059055,0.804767,5.656612,1.1,5.111563,1.461709,6.077236,2.375564,-0.39918,47.45947,-0.59244,0,4.262472,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.492,335.9774,359.186,0,0.7,1.428876,-0.74842
241,195.9332,47.45943,-0.59244,-0.01526,0.059282,0.804057,5.621706,1,5.135206,1.457092,6.078982,2.374854,-0.42282,47.45947,-0.59244,0,4.262472,320.2369,105.8946,323.4839,-151.855,1,47.45807,-0.58813,-321.492,335.9774,359.186,0,0.7,1.438025,-0.74842
